UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA 
PR,41,26009,São Sebastião da Amoreira,8853
PR,41,26108,São Tomé,5722
PR,41,26207,Sapopema,6736
PR,41,26256,Sarandi,96688
PR,41,26272,Saudade do Iguaçu,5500
PR,41,26306,Sengés,19327
PR,41,26355,Serranópolis do Iguaçu,4495
PR,41,26405,Sertaneja,5284
PR,41,26504,Sertanópolis,16369
PR,41,26603,Siqueira Campos,21016
PR,41,26652,Sulina,2981
PR,41,26678,Tamarana,14797
PR,41,26702,Tamboara,5120
PR,41,26801,Tapejara,16205
PR,41,26900,Tapira,5539
PR,41,27007,Teixeira Soares,12367
PR,41,27106,Telêmaco Borba,78974
PR,41,27205,Terra Boa,17094
PR,41,27304,Terra Rica,16789
PR,41,27403,Terra Roxa,17481
PR,41,27502,Tibagi,20522
PR,41,27601,Tijucas do Sul,16868
PR,41,27700,Toledo,140635
PR,41,27809,Tomazina,7918
PR,41,27858,Três Barras do Paraná,12040
PR,41,27882,Tunas do Paraná,8769
PR,41,27908,Tuneiras do Oeste,8566
PR,41,27957,Tupãssi,8124
PR,41,27965,Turvo,13215
PR,41,28005,Ubiratã,21013
PR,41,28104,Umuarama,111557
PR,41,28203,União da Vitória,57517
PR,41,28302,Uniflor,2605
PR,41,28401,Uraí,11314
PR,41,28500,Wenceslau Braz,19414
PR,41,28534,Ventania,11892
PR,41,28559,Vera Cruz do Oeste,8521
PR,41,28609,Verê,7257
PR,41,28625,Alto Paraíso,2741
PR,41,28633,Doutor Ulysses,5580
PR,41,28658,Virmond,4023
PR,41,28708,Vitorino,6838
PR,41,28807,Xambrê,5679
SC,42,51,Abdon Batista,2563
SC,42,101,Abelardo Luz,17904
SC,42,200,Agrolândia,10864
SC,42,309,Agronômica,5448
SC,42,408,Água Doce,7145
SC,42,507,Águas de Chapecó,6486
SC,42,556,Águas Frias,2366
SC,42,606,Águas Mornas,6469
SC,42,705,Alfredo Wagner,10036
SC,42,754,Alto Bela Vista,1937
SC,42,804,Anchieta,5638
SC,42,903,Angelina,4801
SC,42,1000,Anita Garibaldi,7133
SC,42,1109,Anitápolis,3232
SC,42,1208,Antônio Carlos,8513
SC,42,1257,Apiúna,10743
SC,42,1273,Arabutã,4267
SC,42,1307,Araquari,38129
SC,42,1406,Araranguá,68228
SC,42,1505,Armazém,8674
SC,42,1604,Arroio Trinta,3550
SC,42,1653,Arvoredo,2240
SC,42,1703,Ascurra,7934
SC,42,1802,Atalanta,3210
SC,42,1901,Aurora,5679
SC,42,1950,Balneário Arroio do Silva,13071
SC,42,2008,Balneário Camboriú,142295
SC,42,2057,Balneário Barra do Sul,10795
SC,42,2073,Balneário Gaivota,10979
SC,42,2081,Bandeirante,2678
SC,42,2099,Barra Bonita,1677
SC,42,2107,Barra Velha,29168
SC,42,2131,Bela Vista do Toldo,6337
SC,42,2156,Belmonte,2706
SC,42,2206,Benedito Novo,11652
SC,42,2305,Biguaçu,68481
SC,42,2404,Blumenau,357199
SC,42,2438,Bocaina do Sul,3474
SC,42,2453,Bombinhas,19769
SC,42,2503,Bom Jardim da Serra,4743
SC,42,2537,Bom Jesus,3010
SC,42,2578,Bom Jesus do Oeste,2142
SC,42,2602,Bom Retiro,9966
SC,42,2701,Botuverá,5246
SC,42,2800,Braço do Norte,33450
SC,42,2859,Braço do Trombudo,3743
SC,42,2875,Brunópolis,2420
SC,42,2909,Brusque,134723
SC,42,3006,Caçador,78595
SC,42,3105,Caibi,6148
SC,42,3154,Calmon,3346
SC,42,3204,Camboriú,82989
SC,42,3253,Capão Alto,2525
SC,42,3303,Campo Alegre,11978
SC,42,3402,Campo Belo do Sul,7016
SC,42,3501,Campo Erê,8526
SC,42,3600,Campos Novos,36244
SC,42,3709,Canelinha,12240
SC,42,3808,Canoinhas,54401
SC,42,3907,Capinzal,22848
SC,42,3956,Capivari de Baixo,24871
SC,42,4004,Catanduvas,10861
SC,42,4103,Caxambu do Sul,3642
SC,42,4152,Celso Ramos,2728
SC,42,4178,Cerro Negro,3124
SC,42,4194,Chapadão do Lageado,2988
SC,42,4202,Chapecó,220367
SC,42,4251,Cocal do Sul,16684
SC,42,4301,Concórdia,74641
SC,42,4350,Cordilheira Alta,4453
SC,42,4400,Coronel Freitas,9981
SC,42,4459,Coronel Martins,2549
SC,42,4509,Corupá,15909
SC,42,4558,Correia Pinto,12795
SC,42,4608,Criciúma,215186
SC,42,4707,Cunha Porã,11086
SC,42,4756,Cunhataí,1962
SC,42,4806,Curitibanos,39745
SC,42,4905,Descanso,8250
SC,42,5001,Dionísio Cerqueira,15498
SC,42,5100,Dona Emma,4146
SC,42,5159,Doutor Pedrinho,4064
SC,42,5175,Entre Rios,3203
SC,42,5191,Ermo,2063
SC,42,5209,Erval Velho,4412
SC,42,5308,Faxinal dos Guedes,10667
SC,42,5357,Flor do Sertão,1582
SC,42,5407,Florianópolis,500973
SC,42,5431,Formosa do Sul,2510
SC,42,5456,Forquilhinha,26793
SC,42,5506,Fraiburgo,36443
SC,42,5555,Frei Rogério,2023
SC,42,5605,Galvão,2873
SC,42,5704,Garopaba,23078
SC,42,5803,Garuva,18145
SC,42,5902,Gaspar,69639
SC,42,6009,Governador Celso Ramos,14471
SC,42,6108,Grão Pará,6569
SC,42,6207,Gravatal,11501
SC,42,6306,Guabiruba,23832
SC,42,6405,Guaraciaba,10090
SC,42,6504,Guaramirim,44819
SC,42,6603,Guarujá do Sul,5160
SC,42,6652,Guatambú,4704
SC,42,6702,Herval d'Oeste,22606
SC,42,6751,Ibiam,1957
SC,42,6801,Ibicaré,3202
SC,42,6900,Ibirama,18950
SC,42,7007,Içara,56421
SC,42,7106,Ilhota,14184
SC,42,7205,Imaruí,10135
SC,42,7304,Imbituba,44853
SC,42,7403,Imbuia,6197
SC,42,7502,Indaial,69425
SC,42,7577,Iomerê,2945
SC,42,7601,Ipira,4446
SC,42,7650,Iporã do Oeste,8996
SC,42,7684,Ipuaçu,7514
SC,42,7700,Ipumirim,7593
SC,42,7759,Iraceminha,3976
SC,42,7809,Irani,10419
SC,42,7858,Irati,1930
SC,42,7908,Irineópolis,11222
SC,42,8005,Itá,6169
SC,42,8104,Itaiópolis,21669
SC,42,8203,Itajaí,219536
SC,42,8302,Itapema,65312
SC,42,8401,Itapiranga,16872
SC,42,8450,Itapoá,20576
SC,42,8500,Ituporanga,25086
SC,42,8609,Jaborá,3936
SC,42,8708,Jacinto Machado,10416
SC,42,8807,Jaguaruna,20024
SC,42,8906,Jaraguá do Sul,177697
SC,42,8955,Jardinópolis,1570
SC,42,9003,Joaçaba,30118
SC,42,9102,Joinville,590466
SC,42,9151,José Boiteux,4997
SC,42,9177,Jupiá,2101
SC,42,9201,Lacerdópolis,2246
SC,42,9300,Lages,157544
SC,42,9409,Laguna,45814
SC,42,9458,Lajeado Grande,1427
SC,42,9508,Laurentino,6970
SC,42,9607,Lauro Muller,15244
SC,42,9706,Lebon Régis,12107
SC,42,9805,Leoberto Leal,3041
SC,42,9854,Lindóia do Sul,4563
SC,42,9904,Lontras,12130
SC,42,10001,Luiz Alves,12859
SC,42,10035,Luzerna,5685
SC,42,10050,Macieira,1775
SC,42,10100,Mafra,56292
SC,42,10209,Major Gercino,3442
SC,42,10308,Major Vieira,8103
SC,42,10407,Maracajá,7293
SC,42,10506,Maravilha,25762
SC,42,10555,Marema,1797
SC,42,10605,Massaranduba,16916
SC,42,10704,Matos Costa,2520
SC,42,10803,Meleiro,7015
SC,42,10852,Mirim Doce,2309
SC,42,10902,Modelo,4209
SC,42,11009,Mondaí,11742
SC,42,11058,Monte Carlo,9866
SC,42,11108,Monte Castelo,8275
SC,42,11207,Morro da Fumaça,17796
SC,42,11256,Morro Grande,2893
SC,42,11306,Navegantes,81475
SC,42,11405,Nova Erechim,5019
SC,42,11454,Nova Itaberaba,4331
SC,42,11504,Nova Trento,14549
SC,42,11603,Nova Veneza,15166
SC,42,11652,Novo Horizonte,2442
SC,42,11702,Orleans,22912
SC,42,11751,Otacílio Costa,18744
SC,42,11801,Ouro,7295
SC,42,11850,Ouro Verde,2217
SC,42,11876,Paial,1505
SC,42,11892,Painel,2359
SC,42,11900,Palhoça,171797
SC,42,12007,Palma Sola,7423
SC,42,12056,Palmeira,2627
SC,42,12106,Palmitos,16169
SC,42,12205,Papanduva,19320
SC,42,12239,Paraíso,3437
SC,42,12254,Passo de Torres,8823
SC,42,12270,Passos Maia,4147
SC,42,12304,Paulo Lopes,7494
SC,42,12403,Pedras Grandes,3976
SC,42,12502,Penha,32531
SC,42,12601,Peritiba,2787
SC,42,12650,Pescaria Brava,10091
SC,42,12700,Petrolândia,5937
SC,42,12809,Balneário Piçarras,23147
SC,42,12908,Pinhalzinho,20313
SC,42,13005,Pinheiro Preto,3555
SC,42,13104,Piratuba,3854
SC,42,13153,Planalto Alegre,2870
SC,42,13203,Pomerode,33447
SC,42,13302,Ponte Alta,4682
SC,42,13351,Ponte Alta do Norte,3414
SC,42,13401,Ponte Serrada,11593
SC,42,13500,Porto Belo,21388
SC,42,13609,Porto União,35398
SC,42,13708,Pouso Redondo,17453
SC,42,13807,Praia Grande,7319
SC,42,13906,Presidente Castello Branco,1568
SC,42,14003,Presidente Getúlio,17471
SC,42,14102,Presidente Nereu,2287
SC,42,14151,Princesa,2924
SC,42,14201,Quilombo,9887
SC,42,14300,Rancho Queimado,2878
SC,42,14409,Rio das Antas,6205
SC,42,14508,Rio do Campo,5940
SC,42,14607,Rio do Oeste,7489
SC,42,14706,Rio dos Cedros,11676
SC,42,14805,Rio do Sul,71061
SC,42,14904,Rio Fortuna,4611
SC,42,15000,Rio Negrinho,42302
SC,42,15059,Rio Rufino,2483
SC,42,15075,Riqueza,4598
SC,42,15109,Rodeio,11551
SC,42,15208,Romelândia,4786
SC,42,15307,Salete,7642
SC,42,15356,Saltinho,3781
SC,42,15406,Salto Veloso,4718
SC,42,15455,Sangão,12678
SC,42,15505,Santa Cecília,16830
SC,42,15554,Santa Helena,2223
SC,42,15604,Santa Rosa de Lima,2142
SC,42,15653,Santa Rosa do Sul,8358
SC,42,15679,Santa Terezinha,8787
SC,42,15687,Santa Terezinha do Progresso,2428
SC,42,15695,Santiago do Sul,1260
SC,42,15703,Santo Amaro da Imperatriz,23245
SC,42,15752,São Bernardino,2336
SC,42,15802,São Bento do Sul,84507
SC,42,15901,São Bonifácio,2838
SC,42,16008,São Carlos,11281
SC,42,16057,São Cristovão do Sul,5549
SC,42,16107,São Domingos,9445
SC,42,16206,São Francisco do Sul,52721
SC,42,16255,São João do Oeste,6381
SC,42,16305,São João Batista,37424
SC,42,16354,São João do Itaperiú,3733
SC,42,16404,São João do Sul,7297
SC,42,16503,São Joaquim,26952
SC,42,16602,São José,246586
SC,42,16701,São José do Cedro,13829
SC,42,16800,São José do Cerrito,8295
SC,42,16909,São Lourenço do Oeste,24076
SC,42,17006,São Ludgero,13410
SC,42,17105,São Martinho,3180
SC,42,17154,São Miguel da Boa Vista,1820
SC,42,17204,São Miguel do Oeste,40482
SC,42,17253,São Pedro de Alcântara,5823
SC,42,17303,Saudades,9745
SC,42,17402,Schroeder,21365
SC,42,17501,Seara,17541
SC,42,17550,Serra Alta,3263
SC,42,17600,Siderópolis,14007
SC,42,17709,Sombrio,30374
SC,42,17758,Sul Brasil,2461
SC,42,17808,Taió,18395
SC,42,17907,Tangará,8676
SC,42,17956,Tigrinhos,1633
SC,42,18004,Tijucas,38407
SC,42,18103,Timbé do Sul,5348
SC,42,18202,Timbó,44238
SC,42,18251,Timbó Grande,7877
SC,42,18301,Três Barras,19275
SC,42,18350,Treviso,3929
SC,42,18400,Treze de Maio,7081
SC,42,18509,Treze Tílias,7840
SC,42,18608,Trombudo Central,7360
SC,42,18707,Tubarão,105686
SC,42,18756,Tunápolis,4543
SC,42,18806,Turvo,12899
SC,42,18855,União do Oeste,2464
SC,42,18905,Urubici,11235
SC,42,18954,Urupema,2465
SC,42,19002,Urussanga,21268
SC,42,19101,Vargeão,3573
SC,42,19150,Vargem,2477
SC,42,19176,Vargem Bonita,4492
SC,42,19200,Vidal Ramos,6338
SC,42,19309,Videira,53065
SC,42,19358,Vitor Meireles,4979
SC,42,19408,Witmarsum,3965
SC,42,19507,Xanxerê,50982
SC,42,19606,Xavantina,3933
SC,42,19705,Xaxim,28706
SC,42,19853,Zortéa,3363
SC,42,20000,Balneário Rincão,12760
RS,43,34,Aceguá,4901
RS,43,59,Água Santa,3748
RS,43,109,Agudo,16461
RS,43,208,Ajuricaba,7024
RS,43,307,Alecrim,5950
RS,43,406,Alegrete,73589
RS,43,455,Alegria,3464
RS,43,471,Almirante Tamandaré do Sul,1964
RS,43,505,Alpestre,6258
RS,43,554,Alto Alegre,1638
RS,43,570,Alto Feliz,3028
RS,43,604,Alvorada,210305
RS,43,638,Amaral Ferrador,7031
RS,43,646,Ametista do Sul,7409
RS,43,661,André da Rocha,1333
RS,43,703,Anta Gorda,5981
RS,43,802,Antônio Prado,13050
RS,43,851,Arambaré,3581
RS,43,877,Araricá,5698
RS,43,901,Aratiba,6235
RS,43,1008,Arroio do Meio,20805
RS,43,1057,Arroio do Sal,10065
RS,43,1073,Arroio do Padre,2937
RS,43,1107,Arroio dos Ratos,14151
RS,43,1206,Arroio do Tigre,13373
RS,43,1305,Arroio Grande,18293
RS,43,1404,Arvorezinha,10424
RS,43,1503,Augusto Pestana,6661
RS,43,1552,Áurea,3554
RS,43,1602,Bagé,121143
RS,43,1636,Balneário Pinhal,14068
RS,43,1651,Barão,6171
RS,43,1701,Barão de Cotegipe,6623
RS,43,1750,Barão do Triunfo,7487
RS,43,1800,Barracão,5275
RS,43,1859,Barra do Guarita,3248
RS,43,1875,Barra do Quaraí,4215
RS,43,1909,Barra do Ribeiro,13491
RS,43,1925,Barra do Rio Azul,1690
RS,43,1958,Barra Funda,2539
RS,43,2006,Barros Cassal,11199
RS,43,2055,Benjamin Constant do Sul,1994
RS,43,2105,Bento Gonçalves,120454
RS,43,2154,Boa Vista das Missões,2098
RS,43,2204,Boa Vista do Buricá,6712
RS,43,2220,Boa Vista do Cadeado,2470
RS,43,2238,Boa Vista do Incra,2603
RS,43,2253,Boa Vista do Sul,2783
RS,43,2303,Bom Jesus,11349
RS,43,2352,Bom Princípio,14055
RS,43,2378,Bom Progresso,1942
RS,43,2402,Bom Retiro do Sul,12328
RS,43,2451,Boqueirão do Leão,7714
RS,43,2501,Bossoroca,6279
RS,43,2584,Bozano,2123
RS,43,2600,Braga,3353
RS,43,2659,Brochier,5074
RS,43,2709,Butiá,20941
RS,43,2808,Caçapava do Sul,33624
RS,43,2907,Cacequi,12561
RS,43,3004,Cachoeira do Sul,82201
RS,43,3103,Cachoeirinha,130293
RS,43,3202,Cacique Doble,5065
RS,43,3301,Caibaté,4846
RS,43,3400,Caiçara,4743
RS,43,3509,Camaquã,66261
RS,43,3558,Camargo,2733
RS,43,3608,Cambará do Sul,6431
RS,43,3673,Campestre da Serra,3388
RS,43,3707,Campina das Missões,5474
RS,43,3806,Campinas do Sul,5454
RS,43,3905,Campo Bom,66712
RS,43,4002,Campo Novo,4484
RS,43,4101,Campos Borges,3320
RS,43,4200,Candelária,31365
RS,43,4309,Cândido Godói,6198
RS,43,4358,Candiota,9584
RS,43,4408,Canela,44998
RS,43,4507,Canguçu,56045
RS,43,4606,Canoas,346616
RS,43,4614,Canudos do Vale,1716
RS,43,4622,Capão Bonito do Sul,1654
RS,43,4630,Capão da Canoa,53049
RS,43,4655,Capão do Cipó,3651
RS,43,4663,Capão do Leão,25354
RS,43,4671,Capivari do Sul,4660
RS,43,4689,Capela de Santana,11940
RS,43,4697,Capitão,2757
RS,43,4705,Carazinho,62110
RS,43,4713,Caraá,8270
RS,43,4804,Carlos Barbosa,29833
RS,43,4853,Carlos Gomes,1377
RS,43,4903,Casca,9031
RS,43,4952,Caseiros,3202
RS,43,5009,Catuípe,8774
RS,43,5108,Caxias do Sul,510906
RS,43,5116,Centenário,2891
RS,43,5124,Cerrito,6091
RS,43,5132,Cerro Branco,4691
RS,43,5157,Cerro Grande,2311
RS,43,5173,Cerro Grande do Sul,12239
RS,43,5207,Cerro Largo,14133
RS,43,5306,Chapada,9269
RS,43,5355,Charqueadas,40789
RS,43,5371,Charrua,3279
RS,43,5405,Chiapetta,3756
RS,43,5439,Chuí,6704
RS,43,5447,Chuvisca,5441
RS,43,5454,Cidreira,16254
RS,43,5504,Ciríaco,4747
RS,43,5587,Colinas,2438
RS,43,5603,Colorado,3175
RS,43,5702,Condor,6753
RS,43,5801,Constantina,9911
RS,43,5835,Coqueiro Baixo,1501
RS,43,5850,Coqueiros do Sul,2306
RS,43,5871,Coronel Barros,2519
RS,43,5900,Coronel Bicaco,7325
RS,43,5934,Coronel Pilar,1628
RS,43,5959,Cotiporã,3853
RS,43,5975,Coxilha,2756
RS,43,6007,Crissiumal,13448
RS,43,6056,Cristal,8009
RS,43,6072,Cristal do Sul,2847
RS,43,6106,Cruz Alta,60299
RS,43,6130,Cruzaltense,1833
RS,43,6205,Cruzeiro do Sul,12348
RS,43,6304,David Canabarro,4740
RS,43,6320,Derrubadas,2805
RS,43,6353,Dezesseis de Novembro,2427
RS,43,6379,Dilermando de Aguiar,3014
RS,43,6403,Dois Irmãos,32671
RS,43,6429,Dois Irmãos das Missões,2026
RS,43,6452,Dois Lajeados,3400
RS,43,6502,Dom Feliciano,15414
RS,43,6551,Dom Pedro de Alcântara,2534
RS,43,6601,Dom Pedrito,38461
RS,43,6700,Dona Francisca,3041
RS,43,6734,Doutor Maurício Cardoso,4549
RS,43,6759,Doutor Ricardo,1983
RS,43,6767,Eldorado do Sul,41285
RS,43,6809,Encantado,22706
RS,43,6908,Encruzilhada do Sul,25877
RS,43,6924,Engenho Velho,1034
RS,43,6932,Entre-Ijuís,8475
RS,43,6957,Entre Rios do Sul,2792
RS,43,6973,Erebango,2991
RS,43,7005,Erechim,105862
RS,43,7054,Ernestina,3168
RS,43,7104,Herval,6821
RS,43,7203,Erval Grande,4859
RS,43,7302,Erval Seco,6912
RS,43,7401,Esmeralda,3282
RS,43,7450,Esperança do Sul,2926
RS,43,7500,Espumoso,15588
RS,43,7559,Estação,5958
RS,43,7609,Estância Velha,50022
RS,43,7708,Esteio,83202
RS,43,7807,Estrela,34116
RS,43,7815,Estrela Velha,3655
RS,43,7831,Eugênio de Castro,2396
RS,43,7864,Fagundes Varela,2731
RS,43,7906,Farroupilha,72331
RS,43,8003,Faxinal do Soturno,6677
RS,43,8052,Faxinalzinho,2315
RS,43,8078,Fazenda Vilanova,4533
RS,43,8102,Feliz,13547
RS,43,8201,Flores da Cunha,30745
RS,43,8250,Floriano Peixoto,1766
RS,43,8300,Fontoura Xavier,10304
RS,43,8409,Formigueiro,6664
RS,43,8433,Forquetinha,2412
RS,43,8458,Fortaleza dos Valos,4320
RS,43,8508,Frederico Westphalen,31313
RS,43,8607,Garibaldi,35070
RS,43,8656,Garruchos,2924
RS,43,8706,Gaurama,5534
RS,43,8805,General Câmara,8385
RS,43,8854,Gentil,1634
RS,43,8904,Getúlio Vargas,16212
RS,43,9001,Giruá,16004
RS,43,9050,Glorinha,8098
RS,43,9100,Gramado,36232
RS,43,9126,Gramado dos Loureiros,2082
RS,43,9159,Gramado Xavier,4325
RS,43,9209,Gravataí,281519
RS,43,9258,Guabiju,1503
RS,43,9308,Guaíba,98143
RS,43,9407,Guaporé,25727
RS,43,9506,Guarani das Missões,7537
RS,43,9555,Harmonia,4866
RS,43,9571,Herveiras,3018
RS,43,9605,Horizontina,19329
RS,43,9654,Hulha Negra,6776
RS,43,9704,Humaitá,4762
RS,43,9753,Ibarama,4406
RS,43,9803,Ibiaçá,4709
RS,43,9902,Ibiraiaras,7262
RS,43,9951,Ibirapuitã,4013
RS,43,10009,Ibirubá,20350
RS,43,10108,Igrejinha,36899
RS,43,10207,Ijuí,83475
RS,43,10306,Ilópolis,4078
RS,43,10330,Imbé,22800
RS,43,10363,Imigrante,3120
RS,43,10405,Independência,6167
RS,43,10413,Inhacorá,2226
RS,43,10439,Ipê,6640
RS,43,10462,Ipiranga do Sul,1889
RS,43,10504,Iraí,7241
RS,43,10538,Itaara,5499
RS,43,10553,Itacurubi,3465
RS,43,10579,Itapuca,2094
RS,43,10603,Itaqui,37620
RS,43,10652,Itati,2419
RS,43,10702,Itatiba do Sul,3324
RS,43,10751,Ivorá,1910
RS,43,10801,Ivoti,24293
RS,43,10850,Jaboticaba,3810
RS,43,10876,Jacuizinho,2692
RS,43,10900,Jacutinga,3561
RS,43,11007,Jaguarão,26680
RS,43,11106,Jaguari,10848
RS,43,11122,Jaquirana,3716
RS,43,11130,Jari,3503
RS,43,11155,Jóia,8560
RS,43,11205,Júlio de Castilhos,19293
RS,43,11239,Lagoa Bonita do Sul,2903
RS,43,11254,Lagoão,6452
RS,43,11270,Lagoa dos Três Cantos,1609
RS,43,11304,Lagoa Vermelha,27807
RS,43,11403,Lajeado,84014
RS,43,11429,Lajeado do Bugre,2564
RS,43,11502,Lavras do Sul,7480
RS,43,11601,Liberato Salzano,5219
RS,43,11627,Lindolfo Collor,6054
RS,43,11643,Linha Nova,1714
RS,43,11700,Machadinho,5445
RS,43,11718,Maçambará,4587
RS,43,11734,Mampituba,2981
RS,43,11759,Manoel Viana,7299
RS,43,11775,Maquiné,6714
RS,43,11791,Maratá,2691
RS,43,11809,Marau,44161
RS,43,11908,Marcelino Ramos,4402
RS,43,11981,Mariana Pimentel,3885
RS,43,12005,Mariano Moro,2031
RS,43,12054,Marques de Souza,4009
RS,43,12104,Mata,4823
RS,43,12138,Mato Castelhano,2540
RS,43,12153,Mato Leitão,4515
RS,43,12179,Mato Queimado,1648
RS,43,12203,Maximiliano de Almeida,4377
RS,43,12252,Minas do Leão,8075
RS,43,12302,Miraguaí,4925
RS,43,12351,Montauri,1453
RS,43,12377,Monte Alegre dos Campos,3226
RS,43,12385,Monte Belo do Sul,2548
RS,43,12401,Montenegro,65264
RS,43,12427,Mormaço,3085
RS,43,12443,Morrinhos do Sul,2949
RS,43,12450,Morro Redondo,6568
RS,43,12476,Morro Reuter,6407
RS,43,12500,Mostardas,12804
RS,43,12609,Muçum,4954
RS,43,12617,Muitos Capões,3162
RS,43,12625,Muliterno,1893
RS,43,12658,Não-Me-Toque,17624
RS,43,12674,Nicolau Vergueiro,1682
RS,43,12708,Nonoai,11695
RS,43,12757,Nova Alvorada,3625
RS,43,12807,Nova Araçá,4759
RS,43,12906,Nova Bassano,9916
RS,43,12955,Nova Boa Vista,1775
RS,43,13003,Nova Bréscia,3330
RS,43,13011,Nova Candelária,2698
RS,43,13037,Nova Esperança do Sul,5352
RS,43,13060,Nova Hartz,21615
RS,43,13086,Nova Pádua,2553
RS,43,13102,Nova Palma,6512
RS,43,13201,Nova Petrópolis,21353
RS,43,13300,Nova Prata,27257
RS,43,13334,Nova Ramada,2242
RS,43,13359,Nova Roma do Sul,3689
RS,43,13375,Nova Santa Rita,29300
RS,43,13391,Novo Cabrais,4196
RS,43,13409,Novo Hamburgo,246748
RS,43,13425,Novo Machado,3323
RS,43,13441,Novo Tiradentes,2211
RS,43,13466,Novo Xingu,1719
RS,43,13490,Novo Barreiro,4164
RS,43,13508,Osório,45994
RS,43,13607,Paim Filho,3828
RS,43,13656,Palmares do Sul,11318
RS,43,13706,Palmeira das Missões,33303
RS,43,13805,Palmitinho,7057
RS,43,13904,Panambi,43667
RS,43,13953,Pantano Grande,9174
RS,43,14001,Paraí,7657
RS,43,14027,Paraíso do Sul,7611
RS,43,14035,Pareci Novo,3837
RS,43,14050,Parobé,58272
RS,43,14068,Passa Sete,5702
RS,43,14076,Passo do Sobrado,6535
RS,43,14100,Passo Fundo,203275
RS,43,14134,Paulo Bento,2293
RS,43,14159,Paverama,8487
RS,43,14175,Pedras Altas,1982
RS,43,14209,Pedro Osório,7730
RS,43,14308,Pejuçara,3874
RS,43,14407,Pelotas,342405
RS,43,14423,Picada Café,5742
RS,43,14456,Pinhal,2579
RS,43,14464,Pinhal da Serra,1941
RS,43,14472,Pinhal Grande,4350
RS,43,14498,Pinheirinho do Vale,4871
RS,43,14506,Pinheiro Machado,12271
RS,43,14548,Pinto Bandeira,3003
RS,43,14555,Pirapó,2304
RS,43,14605,Piratini,20663
RS,43,14704,Planalto,10084
RS,43,14753,Poço das Antas,2098
RS,43,14779,Pontão,3904
RS,43,14787,Ponte Preta,1547
RS,43,14803,Portão,37079
RS,43,14902,Porto Alegre,1483771
RS,43,15008,Porto Lucena,4678
RS,43,15057,Porto Mauá,2374
RS,43,15073,Porto Vera Cruz,1360
RS,43,15107,Porto Xavier,10246
RS,43,15131,Pouso Novo,1639
RS,43,15149,Presidente Lucena,2901
RS,43,15156,Progresso,6244
RS,43,15172,Protásio Alves,1947
RS,43,15206,Putinga,3919
RS,43,15305,Quaraí,22687
RS,43,15313,Quatro Irmãos,1849
RS,43,15321,Quevedos,2788
RS,43,15354,Quinze de Novembro,3796
RS,43,15404,Redentora,11549
RS,43,15453,Relvado,2090
RS,43,15503,Restinga Sêca,15789
RS,43,15552,Rio dos Índios,2752
RS,43,15602,Rio Grande,211005
RS,43,15701,Rio Pardo,38275
RS,43,15750,Riozinho,4653
RS,43,15800,Roca Sales,11393
RS,43,15909,Rodeio Bonito,5867
RS,43,15958,Rolador,2323
RS,43,16006,Rolante,21349
RS,43,16105,Ronda Alta,10601
RS,43,16204,Rondinha,5130
RS,43,16303,Roque Gonzales,6847
RS,43,16402,Rosário do Sul,39422
RS,43,16428,Sagrada Família,2609
RS,43,16436,Saldanha Marinho,2650
RS,43,16451,Salto do Jacuí,12449
RS,43,16477,Salvador das Missões,2733
RS,43,16501,Salvador do Sul,7799
RS,43,16600,Sananduva,16270
RS,43,16709,Santa Bárbara do Sul,7994
RS,43,16733,Santa Cecília do Sul,1639
RS,43,16758,Santa Clara do Sul,6603
RS,43,16808,Santa Cruz do Sul,130416
RS,43,16907,Santa Maria,282123
RS,43,16956,Santa Maria do Herval,6331
RS,43,16972,Santa Margarida do Sul,2562
RS,43,17004,Santana da Boa Vista,8098
RS,43,17103,Sant'Ana do Livramento,77027
RS,43,17202,Santa Rosa,73254
RS,43,17251,Santa Tereza,1729
RS,43,17301,Santa Vitória do Palmar,29676
RS,43,17400,Santiago,49425
RS,43,17509,Santo Ângelo,77593
RS,43,17558,Santo Antônio do Palma,2128
RS,43,17608,Santo Antônio da Patrulha,42894
RS,43,17707,Santo Antônio das Missões,10175
RS,43,17756,Santo Antônio do Planalto,2019
RS,43,17806,Santo Augusto,13885
RS,43,17905,Santo Cristo,14257
RS,43,17954,Santo Expedito do Sul,2324
RS,43,18002,São Borja,60282
RS,43,18051,São Domingos do Sul,3074
RS,43,18101,São Francisco de Assis,18335
RS,43,18200,São Francisco de Paula,21710
RS,43,18309,São Gabriel,62105
RS,43,18408,São Jerônimo,24248
RS,43,18424,São João da Urtiga,4657
RS,43,18432,São João do Polêsine,2552
RS,43,18440,São Jorge,2824
RS,43,18457,São José das Missões,2537
RS,43,18465,São José do Herval,1971
RS,43,18481,São José do Hortêncio,4804
RS,43,18499,São José do Inhacorá,2073
RS,43,18507,São José do Norte,27568
RS,43,18606,São José do Ouro,6933
RS,43,18614,São José do Sul,2408
RS,43,18622,São José dos Ausentes,3527
RS,43,18705,São Leopoldo,236835
RS,43,18804,São Lourenço do Sul,43582
RS,43,18903,São Luiz Gonzaga,33468
RS,43,19000,São Marcos,21556
RS,43,19109,São Martinho,5426
RS,43,19125,São Martinho da Serra,3234
RS,43,19158,São Miguel das Missões,7673
RS,43,19208,São Nicolau,5265
RS,43,19307,São Paulo das Missões,5790
RS,43,19356,São Pedro da Serra,3801
